ID,Price
0,22000
1,22000
2,22000
3,22000
4,22000
5,22000
6,22000
7,22000
8,22000
9,22000
10,22000
11,22000
12,22000
13,22000
14,22000
15,22000
16,22000
17,22000
18,22000
19,22000
20,22000
21,22000
22,22000
23,22000
24,22000
25,22000
26,22000
27,22000
28,22000
29,22000
30,22000
31,22000
32,22000
33,22000
34,22000
35,22000
36,22000
37,22000
38,22000
39,22000
40,22000
41,22000
42,22000
43,22000
44,22000
45,22000
46,22000
47,22000
48,22000
49,22000
50,22000
51,22000
52,22000
53,22000
54,22000
55,22000
56,22000
57,22000
58,22000
59,22000
60,22000
61,22000
62,22000
63,22000
64,22000
65,22000
66,22000
67,22000
68,22000
69,22000
70,22000
71,22000
72,22000
73,22000
74,22000
75,22000
76,22000
77,22000
78,22000
79,22000
80,22000
81,22000
82,22000
83,22000
84,22000
85,22000
86,22000
87,22000
88,22000
89,22000
90,22000
91,22000
92,22000
93,22000
94,22000
95,22000
96,22000
97,22000
98,22000
99,22000
100,22000
101,22000
102,22000
103,22000
104,22000
105,22000
106,22000
107,22000
108,22000
109,22000
110,22000
111,22000
112,22000
113,22000
114,22000
115,22000
116,22000
117,22000
118,22000
119,22000
120,22000
121,22000
122,22000
123,22000
124,22000
125,22000
126,22000
127,22000
128,22000
129,22000
130,22000
131,22000
132,22000
133,22000
134,22000
135,22000
136,22000
137,22000
138,22000
139,22000
140,22000
141,22000
142,22000
143,22000
144,22000
145,22000
146,22000
147,22000
148,22000
149,22000
150,22000
151,22000
152,22000
153,22000
154,22000
155,22000
156,22000
157,22000
158,22000
159,22000
160,22000
161,22000
162,22000
163,22000
164,22000
165,22000
166,22000
167,22000
168,22000
169,22000
170,22000
171,22000
172,22000
173,22000
174,22000
175,22000
176,22000
177,22000
178,22000
179,22000
180,22000
181,22000
182,22000
183,22000
184,22000
185,22000
186,22000
187,22000
188,22000
189,22000
190,22000
191,22000
192,22000
193,22000
194,22000
195,22000
196,22000
197,22000
198,22000
199,22000
200,22000
201,22000
202,22000
203,22000
204,22000
205,22000
206,22000
207,22000
208,22000
209,22000
210,22000
211,22000
212,22000
213,22000
214,22000
215,22000
216,22000
217,22000
218,22000
219,22000
220,22000
221,22000
222,22000
223,22000
224,22000
225,22000
226,22000
227,22000
228,22000
229,22000
